CODIGO_MESA|DESCRIPCION|CODIGO_PAIS|NOMBRE_PAIS|CODIGO_DEPARTAMENTO|NOMBRE_DEPARTAMENTO|CODIGO_PROVINCIA|NOMBRE_PROVINCIA|CODIGO_SECCION|NOMBRE_MUNICIPIO|CODIGO_LOCALIDAD|NOMBRE_LOCALIDAD|CODIGO_RECINTO|NOMBRE_RECINTO|NUMERO_MESA|INSCRITOS_HABILITADOS|MNR|MAS-IPSP|LIBRES|MTS|FRI|VOCES|VOTO_VALIDO|VOTO_BLANCO|VOTO_NULO|VOTO_EMITIDO|VOTO_VALIDO_SISTEMA|VOTO_EMITIDO_SISTEMA
7003511|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|28|220|0|75|29|4|3|36|147|0|3|150|147|150
7003521|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|29|220|0|73|29|2|5|43|152|0|10|162|152|162
7003531|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|30|220|0|85|24|5|3|43|160|0|9|169|160|169
7003541|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|31|220|0|77|31|3|2|35|148|1|10|159|148|159
7003551|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|32|220|0|74|31|2|2|33|142|0|12|154|142|154
7003561|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|33|220|0|89|24|1|0|37|151|0|12|163|151|163
7003571|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|34|220|0|93|24|2|3|31|153|0|2|155|153|155
7003581|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|35|28|0|10|4|0|0|9|23|0|0|23|23|23
7003591|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|3059|Brecha 3|9013|Esc. La Peña- Brecha-3|1|220|0|71|4|2|4|53|134|3|11|148|134|148
7003601|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|3059|Brecha 3|9013|Esc. La Peña- Brecha-3|2|220|0|60|7|2|3|71|143|3|10|156|143|156
7003611|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|3059|Brecha 3|9013|Esc. La Peña- Brecha-3|3|220|0|61|6|1|2|76|146|0|10|156|146|156
7003621|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|3059|Brecha 3|9013|Esc. La Peña- Brecha-3|4|220|0|63|10|1|4|71|149|3|6|158|149|158
7003631|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|3059|Brecha 3|9013|Esc. La Peña- Brecha-3|5|34|0|12|0|1|1|10|24|2|2|28|24|28
7003641|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|1|220|96|91|0|0|0|0|187|2|3|192|187|192
7003651|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|2|220|91|73|0|0|0|0|164|4|3|171|164|171
7003661|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|3|220|107|60|0|0|0|0|167|2|2|171|167|171
7003671|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|4|220|80|94|0|0|0|0|174|1|4|179|174|179
7003681|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|5|220|103|78|0|0|0|0|181|2|2|185|181|185
7003691|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|6|220|80|92|0|0|0|0|172|1|2|175|172|175
7003701|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|7|220|92|84|0|0|0|0|176|0|2|178|176|178
7003711|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|8|220|103|81|0|0|0|0|184|3|1|188|184|188
7003721|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|9|220|89|86|0|0|0|0|175|1|3|179|175|179
7003731|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|10|220|90|90|0|0|0|0|180|3|1|184|180|184
7003741|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|11|220|81|73|0|0|0|0|154|1|6|161|154|161
7003751|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|12|220|93|82|0|0|0|0|175|0|1|176|175|176
7003761|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|13|220|82|111|0|0|0|0|193|0|3|196|193|196
7003771|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|14|220|112|82|0|0|0|0|194|0|4|198|194|198
7003781|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|15|220|118|68|0|0|0|0|186|0|4|190|186|190
7003791|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|16|220|73|98|0|0|0|0|171|3|3|177|171|177
7003801|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|17|220|120|62|0|0|0|0|182|2|3|187|182|187
7003811|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|18|220|108|64|0|0|0|0|172|0|2|174|172|174
7003821|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|20007|U.E. Adolfo Burton|19|22|13|6|0|0|0|0|19|1|0|20|19|20
7003831|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|26347|U. E. Guillermo Añez|1|220|81|82|0|0|0|0|163|3|6|172|163|172
7003841|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|26347|U. E. Guillermo Añez|2|220|83|88|0|0|0|0|171|3|8|182|171|182
7003851|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|26347|U. E. Guillermo Añez|3|220|144|50|0|0|0|0|194|0|2|196|194|196
7003861|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|26347|U. E. Guillermo Añez|4|220|90|93|0|0|0|0|183|0|1|184|183|184
7003871|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|26347|U. E. Guillermo Añez|5|220|98|81|0|0|0|0|179|0|1|180|179|180
7003881|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|26347|U. E. Guillermo Añez|6|220|104|88|0|0|0|0|192|0|0|192|192|192
7003891|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|26347|U. E. Guillermo Añez|7|220|86|103|0|0|0|0|189|0|1|190|189|190
7003901|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|26347|U. E. Guillermo Añez|8|220|89|82|0|0|0|0|171|2|2|175|171|175
7003911|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|26347|U. E. Guillermo Añez|9|220|93|83|0|0|0|0|176|0|3|179|176|179
7003921|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|26347|U. E. Guillermo Añez|10|220|125|60|0|0|0|0|185|2|4|191|185|191
7003931|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|26347|U. E. Guillermo Añez|11|220|101|86|0|0|0|0|187|0|5|192|187|192
7003941|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|26347|U. E. Guillermo Añez|12|220|108|63|0|0|0|0|171|0|0|171|171|171
7003951|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|26347|U. E. Guillermo Añez|13|220|97|70|0|0|0|0|167|1|2|170|167|170
7003961|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2475|San Javier (Ñ.de Chavez)|26347|U. E. Guillermo Añez|14|109|50|38|0|0|0|0|88|0|1|89|88|89
7003971|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2477|Coronación|9|U.E. Coronación|1|220|71|102|0|0|0|0|173|0|6|179|173|179
7003981|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2477|Coronación|9|U.E. Coronación|2|220|51|119|0|0|0|0|170|0|5|175|170|175
7003991|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|2477|Coronación|9|U.E. Coronación|3|217|50|112|0|0|0|0|162|3|3|168|162|168
7004001|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|3590|Santa Rita|1|Esc. U.E. Santa Rita|1|171|21|119|0|0|0|0|140|1|2|143|140|143
7004011|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|3591|Las Abras|1|Esc. U.E. Las Abras|1|220|8|198|0|0|0|0|206|0|0|206|206|206
7004021|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|3591|Las Abras|1|Esc. U.E. Las Abras|2|64|4|57|0|0|0|0|61|0|0|61|61|61
7004031|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|3592|Turux Napez|1|Esc. U.E. Turux Napez|1|171|20|129|0|0|0|0|149|0|0|149|149|149
7004041|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |11|Ñuflo De Chávez|2|San Javier|3593|San Pablo|1|Esc. U.E. San Pablo|1|129|0|114|0|0|0|0|114|0|0|114|114|114
