CODIGO_MESA|DESCRIPCION|CODIGO_PAIS|NOMBRE_PAIS|CODIGO_DEPARTAMENTO|NOMBRE_DEPARTAMENTO|CODIGO_PROVINCIA|NOMBRE_PROVINCIA|CODIGO_SECCION|NOMBRE_MUNICIPIO|CODIGO_LOCALIDAD|NOMBRE_LOCALIDAD|CODIGO_RECINTO|NOMBRE_RECINTO|NUMERO_MESA|INSCRITOS_HABILITADOS|MNR|MAS-IPSP|LIBRES|MTS|FRI|VOCES|VOTO_VALIDO|VOTO_BLANCO|VOTO_NULO|VOTO_EMITIDO|VOTO_VALIDO_SISTEMA|VOTO_EMITIDO_SISTEMA
7002351|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11043|U.E. Integracion de las Americas|7|220|0|79|16|3|2|40|140|0|10|150|140|150
7002361|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11043|U.E. Integracion de las Americas|8|40|0|18|2|0|0|4|24|0|1|25|24|25
7002371|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11044|U.E. Barrio Lindo|1|220|0|71|22|1|0|64|158|0|6|164|158|164
7002381|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11044|U.E. Barrio Lindo|2|220|0|75|29|0|2|49|155|0|6|161|155|161
7002391|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11044|U.E. Barrio Lindo|3|220|0|71|18|0|2|50|141|1|11|153|141|153
7002401|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11044|U.E. Barrio Lindo|4|220|0|64|22|0|2|66|154|1|11|166|154|166
7002411|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11044|U.E. Barrio Lindo|5|220|0|85|17|4|1|53|160|0|6|166|160|166
7002421|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11044|U.E. Barrio Lindo|6|220|0|73|24|3|1|48|149|1|8|158|149|158
7002431|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11044|U.E. Barrio Lindo|7|220|0|57|27|1|2|58|145|0|10|155|145|155
7002441|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11044|U.E. Barrio Lindo|8|220|0|62|21|2|3|59|147|0|6|153|147|153
7002451|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11044|U.E. Barrio Lindo|9|220|0|68|20|1|1|49|139|0|13|152|139|152
7002461|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11044|U.E. Barrio Lindo|10|220|0|59|27|0|2|56|144|2|7|153|144|153
7002471|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11044|U.E. Barrio Lindo|11|220|0|65|20|4|0|49|138|72|10|220|138|220
7002481|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11044|U.E. Barrio Lindo|12|93|0|24|12|0|0|27|63|1|29|93|63|93
7002491|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11045|U.E. Angel Foianini Banzer II|1|220|0|46|36|4|0|41|127|0|4|131|127|131
7002501|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11045|U.E. Angel Foianini Banzer II|2|220|0|48|43|6|2|31|130|1|3|134|130|134
7002511|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11045|U.E. Angel Foianini Banzer II|3|220|0|44|42|4|1|46|137|1|9|147|137|147
7002521|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11045|U.E. Angel Foianini Banzer II|4|220|0|46|35|0|2|52|135|0|9|144|135|144
7002531|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11045|U.E. Angel Foianini Banzer II|5|131|0|22|26|5|2|30|85|0|2|87|85|87
7002541|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|25411|U.E. Hernando Zanabria|1|220|0|68|21|5|2|39|135|2|15|152|135|152
7002551|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|25411|U.E. Hernando Zanabria|2|220|0|95|16|2|0|24|137|0|10|147|137|147
7002561|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|25411|U.E. Hernando Zanabria|3|220|0|86|16|1|4|47|154|0|5|159|154|159
7002571|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|25411|U.E. Hernando Zanabria|4|220|0|72|31|5|3|33|144|0|6|150|144|150
7002581|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|25411|U.E. Hernando Zanabria|5|206|0|58|21|4|0|44|127|1|5|133|127|133
7002591|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|25412|U.E. Luz De Esperanza|1|220|0|23|28|9|0|72|132|0|3|135|132|135
7002601|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|25412|U.E. Luz De Esperanza|2|220|0|22|32|6|1|71|132|0|1|133|132|133
7002611|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|25412|U.E. Luz De Esperanza|3|206|0|27|30|6|0|70|133|0|2|135|133|135
7002621|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|25413|U.E. Bicentenario Arco Iris|1|220|0|24|47|4|1|53|129|0|9|138|129|138
7002631|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|25413|U.E. Bicentenario Arco Iris|2|220|0|38|38|7|1|65|149|0|6|155|149|155
7002641|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|25413|U.E. Bicentenario Arco Iris|3|220|0|16|46|3|1|59|125|0|4|129|125|129
7002651|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|25413|U.E. Bicentenario Arco Iris|4|220|0|33|56|6|1|52|148|0|2|150|148|150
7002661|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|25413|U.E. Bicentenario Arco Iris|5|97|0|13|31|5|0|24|73|0|2|75|73|75
7002671|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|26394|Módulo Maestro Pitágoras II|1|208|0|67|22|4|2|40|135|0|6|141|135|141
7002681|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11041|Esc. Juana Azurduy De Padilla|1|220|0|41|39|5|0|59|144|0|7|151|144|151
7002691|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11041|Esc. Juana Azurduy De Padilla|2|220|0|34|35|8|2|62|141|2|4|147|141|147
7002701|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11041|Esc. Juana Azurduy De Padilla|3|220|0|45|34|4|2|39|124|1|8|133|124|133
7002711|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11041|Esc. Juana Azurduy De Padilla|4|220|0|44|33|5|0|50|132|1|5|138|132|138
7002721|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11041|Esc. Juana Azurduy De Padilla|5|220|0|34|39|2|1|71|147|1|6|154|147|154
7002731|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11041|Esc. Juana Azurduy De Padilla|6|220|0|44|36|2|0|54|136|0|11|147|136|147
7002741|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11041|Esc. Juana Azurduy De Padilla|7|220|0|43|39|5|1|45|133|0|7|140|133|140
7002751|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11041|Esc. Juana Azurduy De Padilla|8|220|0|22|40|1|0|73|136|0|10|146|136|146
7002761|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11041|Esc. Juana Azurduy De Padilla|9|220|0|45|47|2|1|57|152|0|6|158|152|158
7002771|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11041|Esc. Juana Azurduy De Padilla|10|220|0|35|53|5|1|68|162|0|7|169|162|169
7002781|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11041|Esc. Juana Azurduy De Padilla|11|220|0|45|39|4|3|60|151|0|3|154|151|154
7002791|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11041|Esc. Juana Azurduy De Padilla|12|220|0|41|50|5|1|60|157|0|6|163|157|163
7002801|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2255|Kilómetro Doce|11041|Esc. Juana Azurduy De Padilla|13|117|0|27|14|1|2|28|72|0|3|75|72|75
7002811|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2256|San José (Ibañez)|11021|Esc. Ruben Dario Soliz|1|220|0|54|39|0|3|62|158|0|9|167|158|167
7002821|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2256|San José (Ibañez)|11021|Esc. Ruben Dario Soliz|2|220|0|72|22|4|2|56|156|0|9|165|156|165
7002831|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2256|San José (Ibañez)|11021|Esc. Ruben Dario Soliz|3|220|0|65|30|3|3|58|159|0|10|169|159|169
7002841|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2256|San José (Ibañez)|11021|Esc. Ruben Dario Soliz|4|220|0|76|21|1|0|55|153|1|6|160|153|160
7002851|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2256|San José (Ibañez)|11021|Esc. Ruben Dario Soliz|5|220|0|61|26|1|2|64|154|1|14|169|154|169
7002861|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2256|San José (Ibañez)|11021|Esc. Ruben Dario Soliz|6|220|0|67|30|1|3|52|153|1|11|165|153|165
7002871|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2256|San José (Ibañez)|11021|Esc. Ruben Dario Soliz|7|220|0|74|23|1|0|67|165|1|13|179|165|179
7002881|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2256|San José (Ibañez)|11021|Esc. Ruben Dario Soliz|8|220|0|72|31|1|0|56|160|0|13|173|160|173
7002891|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2256|San José (Ibañez)|11021|Esc. Ruben Dario Soliz|9|220|0|107|19|0|2|29|157|1|9|167|157|167
7002901|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2256|San José (Ibañez)|11021|Esc. Ruben Dario Soliz|10|220|0|68|27|1|1|46|143|1|10|154|143|154
7002911|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2256|San José (Ibañez)|11021|Esc. Ruben Dario Soliz|11|220|0|67|49|1|1|47|165|0|8|173|165|173
7002921|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2256|San José (Ibañez)|11021|Esc. Ruben Dario Soliz|12|220|0|68|31|3|2|51|155|2|13|170|155|170
7002931|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2256|San José (Ibañez)|11021|Esc. Ruben Dario Soliz|13|107|0|56|12|0|1|16|85|0|5|90|85|90
7002941|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2256|San José (Ibañez)|11039|U.E. San Carlos|1|220|0|44|26|3|0|86|159|2|6|167|159|167
7002951|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2256|San José (Ibañez)|11039|U.E. San Carlos|2|52|0|14|3|0|1|21|39|0|2|41|39|41
7002961|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2256|San José (Ibañez)|25415|U.E. Quebrada Seca|1|220|0|31|68|0|1|67|167|0|9|176|167|176
7002971|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2256|San José (Ibañez)|25415|U.E. Quebrada Seca|2|38|0|3|13|0|0|16|32|0|0|32|32|32
7002981|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|26341|U. E. Cumbre de las Américas I|1|233|0|110|16|2|3|29|160|2|11|173|160|173
7002991|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|1|220|0|70|34|0|1|41|146|2|9|157|146|157
7003001|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|2|220|0|38|41|3|2|59|143|2|11|156|143|156
7003011|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|3|220|0|58|39|3|2|48|150|0|6|156|150|156
7003021|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|4|220|0|63|38|0|4|42|147|0|3|150|147|150
7003031|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|5|220|0|67|31|5|2|44|149|1|11|161|149|161
7003041|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|6|220|0|58|33|3|3|50|147|0|7|154|147|154
7003051|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|7|220|0|53|55|2|0|53|163|0|8|171|163|171
7003061|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|8|220|0|62|44|3|4|53|166|2|9|177|166|177
7003071|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|9|220|0|57|47|2|0|50|156|0|5|161|156|161
7003081|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|10|220|0|74|24|5|1|41|145|0|8|153|145|153
7003091|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|11|220|0|63|34|3|5|43|148|0|2|150|148|150
7003101|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|12|220|0|56|38|1|3|42|140|1|3|144|140|144
7003111|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|13|220|0|37|51|3|1|63|155|0|9|164|155|164
7003121|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|14|220|0|61|30|3|5|63|162|2|8|172|162|172
7003131|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|15|220|0|48|39|1|3|55|146|1|10|157|146|157
7003141|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|16|220|0|36|42|6|1|63|148|0|6|154|148|154
7003151|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|17|220|0|89|29|1|2|31|152|1|8|161|152|161
7003161|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|18|220|0|44|38|2|2|56|142|0|12|154|142|154
7003171|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|19|220|0|53|35|5|1|54|148|0|18|166|148|166
7003181|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|20|220|0|57|36|2|3|46|144|2|9|155|144|155
7003191|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|21|220|0|58|47|1|0|66|172|0|5|177|172|177
7003201|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|22|220|0|61|33|2|0|46|142|2|7|151|142|151
7003211|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|23|220|0|55|47|1|6|48|157|1|5|163|157|163
7003221|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|24|220|0|70|33|1|2|46|152|0|8|160|152|160
7003231|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11041|Esc. Central Angel Foianini|25|86|0|28|11|1|2|21|63|0|2|65|63|65
7003241|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|1|220|0|71|29|2|2|35|139|1|5|145|139|145
7003251|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|2|220|0|84|27|2|2|33|148|0|9|157|148|157
7003261|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|3|220|0|73|23|2|1|44|143|2|8|153|143|153
7003271|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|4|220|0|69|41|3|3|43|159|0|7|166|159|166
7003281|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|5|220|0|71|26|3|3|35|138|2|14|154|138|154
7003291|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|6|220|0|76|33|0|1|42|152|4|4|160|152|160
7003301|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|7|220|0|81|32|1|1|29|144|1|13|158|144|158
7003311|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|8|220|0|108|19|1|1|32|161|1|12|174|161|174
7003321|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|9|220|0|76|34|3|1|36|150|2|11|163|150|163
7003331|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|10|220|0|79|27|3|0|32|141|1|8|150|141|150
7003341|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|11|220|0|84|24|6|2|32|148|2|6|156|148|156
7003351|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|12|220|0|83|27|5|3|33|151|2|9|162|151|162
7003361|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|13|220|0|95|28|4|1|33|161|0|13|174|161|174
7003371|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|14|220|0|76|30|2|1|26|135|2|12|149|135|149
7003381|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|15|220|0|75|24|1|3|45|148|3|14|165|148|165
7003391|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|16|220|0|88|28|5|1|34|156|0|12|168|156|168
7003401|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|17|220|0|92|21|3|2|26|144|1|18|163|144|163
7003411|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|18|220|0|77|32|1|1|31|142|2|6|150|142|150
7003421|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|19|220|0|87|29|0|2|37|155|1|4|160|155|160
7003431|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|20|220|0|77|23|3|4|36|143|1|12|156|143|156
7003441|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|21|220|0|84|26|3|0|29|142|2|9|153|142|153
7003451|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|22|220|0|82|26|2|2|25|137|0|10|147|137|147
7003461|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|23|220|0|81|35|3|1|36|156|0|9|165|156|165
7003471|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|24|220|0|97|18|1|2|26|144|0|6|150|144|150
7003481|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|25|220|0|80|24|3|4|44|155|1|8|164|155|164
7003491|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|26|220|0|59|35|3|4|59|160|2|1|163|160|163
7003501|ALCALDESA/ALCALDE|32|Bolivia|7|Santa Cruz     |1|Andrés Ibáñez|4|La Guardia|2856|Simon Bolivar|11040|Escuela Maestro Pitagoras|27|220|0|73|30|1|0|44|148|0|14|162|148|162
